ProductID,ProductCategory,ProductBrand,ProductName,ProductPrice,MinDiscount,MaxDiscount,Rating,Features,StockAvailability,WarrantyPeriod,Color,Description
CAM-OLY-9,Camera,Olympus,Olympus Camera Model-365,47413,19,38,3.1,"Touchscreen, 4K Video, Image Stabilization",In Stock,3 Years,Silver,"Category: Camera, Brand: Olympus, Name: Olympus Camera Model-365, Price: ₹47413, Discount Range: 19% - 38%, Rating: 3.1, Features: Touchscreen, 4K Video, Image Stabilization, Warranty: 3 Years Years, Color: Silver"
CAM-NIK-7,Camera,Nikon,Nikon Camera Model-344,59248,18,41,4.4,"Image Stabilization, Touchscreen, High ISO Sensitivity",Out of Stock,1 Year,Blue,"Category: Camera, Brand: Nikon, Name: Nikon Camera Model-344, Price: ₹59248, Discount Range: 18% - 41%, Rating: 4.4, Features: Image Stabilization, Touchscreen, High ISO Sensitivity, Warranty: 1 Year Years, Color: Blue"
CAM-SON-2,Camera,Sony,Sony Camera Model-321,96024,19,33,4.3,"Image Stabilization, High ISO Sensitivity, WiFi Connectivity",Out of Stock,1 Year,Black,"Category: Camera, Brand: Sony, Name: Sony Camera Model-321, Price: ₹96024, Discount Range: 19% - 33%, Rating: 4.3, Features: Image Stabilization, High ISO Sensitivity, WiFi Connectivity, Warranty: 1 Year Years, Color: Black"
SMA-APP-6,Smartwatch,Apple,Apple Smartwatch Model-212,125557,15,30,3.6,"Fitness Tracking, GPS, Customizable Watch Faces",In Stock,2 Years,Red,"Category: Smartwatch, Brand: Apple, Name: Apple Smartwatch Model-212, Price: ₹125557, Discount Range: 15% - 30%, Rating: 3.6, Features: Fitness Tracking, GPS, Customizable Watch Faces, Warranty: 2 Years Years, Color: Red"
SMA-SAM-13,Smartwatch,Samsung,Samsung Smartwatch Model-964,62107,16,23,3.8,"GPS, Heart Rate Monitor, Customizable Watch Faces",In Stock,3 Years,White,"Category: Smartwatch, Brand: Samsung, Name: Samsung Smartwatch Model-964, Price: ₹62107, Discount Range: 16% - 23%, Rating: 3.8, Features: GPS, Heart Rate Monitor, Customizable Watch Faces, Warranty: 3 Years Years, Color: White"
SMA-APP-2,Smartwatch,Apple,Apple Smartwatch Model-225,23804,17,30,4.2,"GPS, Heart Rate Monitor, Fitness Tracking",In Stock,3 Years,Blue,"Category: Smartwatch, Brand: Apple, Name: Apple Smartwatch Model-225, Price: ₹23804, Discount Range: 17% - 30%, Rating: 4.2, Features: GPS, Heart Rate Monitor, Fitness Tracking, Warranty: 3 Years Years, Color: Blue"
LAP-LEN-10,Laptop,Lenovo,Lenovo Laptop Model-454,30583,5,46,3.2,"SSD Storage, Touchscreen, Lightweight",Out of Stock,3 Years,White,"Category: Laptop, Brand: Lenovo, Name: Lenovo Laptop Model-454, Price: ₹30583, Discount Range: 5% - 46%, Rating: 3.2, Features: SSD Storage, Touchscreen, Lightweight, Warranty: 3 Years Years, Color: White"
LAP-ACE-3,Laptop,Acer,Acer Laptop Model-704,62887,16,34,3.5,"SSD Storage, Touchscreen, High-Performance GPU",Out of Stock,3 Years,Red,"Category: Laptop, Brand: Acer, Name: Acer Laptop Model-704, Price: ₹62887, Discount Range: 16% - 34%, Rating: 3.5, Features: SSD Storage, Touchscreen, High-Performance GPU, Warranty: 3 Years Years, Color: Red"
TAB-APP-8,Tablet,Apple,Apple Tablet Model-701,30155,18,30,4.6,"Long Battery Life, 10-inch Display, Stylus Support",In Stock,2 Years,Black,"Category: Tablet, Brand: Apple, Name: Apple Tablet Model-701, Price: ₹30155, Discount Range: 18% - 30%, Rating: 4.6, Features: Long Battery Life, 10-inch Display, Stylus Support, Warranty: 2 Years Years, Color: Black"
TAB-APP-12,Tablet,Apple,Apple Tablet Model-777,85544,6,37,4.8,"Stylus Support, 10-inch Display, Long Battery Life",Out of Stock,2 Years,Black,"Category: Tablet, Brand: Apple, Name: Apple Tablet Model-777, Price: ₹85544, Discount Range: 6% - 37%, Rating: 4.8, Features: Stylus Support, 10-inch Display, Long Battery Life, Warranty: 2 Years Years, Color: Black"
SMA-AMA-8,Smartwatch,Amazfit,Amazfit Smartwatch Model-376,67325,17,22,3.3,"GPS, Customizable Watch Faces, Fitness Tracking",In Stock,1 Year,White,"Category: Smartwatch, Brand: Amazfit, Name: Amazfit Smartwatch Model-376, Price: ₹67325, Discount Range: 17% - 22%, Rating: 3.3, Features: GPS, Customizable Watch Faces, Fitness Tracking, Warranty: 1 Year Years, Color: White"
HEA-BOS-9,Headphones,Bose,Bose Headphones Model-934,57344,15,30,4.6,"Bass Boost, Waterproof, Foldable",In Stock,3 Years,Black,"Category: Headphones, Brand: Bose, Name: Bose Headphones Model-934, Price: ₹57344, Discount Range: 15% - 30%, Rating: 4.6, Features: Bass Boost, Waterproof, Foldable, Warranty: 3 Years Years, Color: Black"
LAP-MIC-11,Laptop,Microsoft,Microsoft Laptop Model-497,141568,14,20,3.2,"SSD Storage, Lightweight, Backlit Keyboard",Out of Stock,1 Year,Red,"Category: Laptop, Brand: Microsoft, Name: Microsoft Laptop Model-497, Price: ₹141568, Discount Range: 14% - 20%, Rating: 3.2, Features: SSD Storage, Lightweight, Backlit Keyboard, Warranty: 1 Year Years, Color: Red"
SMA-AMA-10,Smartwatch,Amazfit,Amazfit Smartwatch Model-970,14515,7,36,4.6,"Fitness Tracking, Customizable Watch Faces, Heart Rate Monitor",Out of Stock,3 Years,Blue,"Category: Smartwatch, Brand: Amazfit, Name: Amazfit Smartwatch Model-970, Price: ₹14515, Discount Range: 7% - 36%, Rating: 4.6, Features: Fitness Tracking, Customizable Watch Faces, Heart Rate Monitor, Warranty: 3 Years Years, Color: Blue"
SMA-XIA-10,Smartphone,Xiaomi,Xiaomi Smartphone Model-942,77320,14,32,4.0,"AMOLED Display, Dual SIM, Water Resistant",Out of Stock,2 Years,Blue,"Category: Smartphone, Brand: Xiaomi, Name: Xiaomi Smartphone Model-942, Price: ₹77320, Discount Range: 14% - 32%, Rating: 4.0, Features: AMOLED Display, Dual SIM, Water Resistant, Warranty: 2 Years Years, Color: Blue"
CAM-NIK-14,Camera,Nikon,Nikon Camera Model-901,26269,16,28,4.4,"Image Stabilization, Touchscreen, 4K Video",In Stock,2 Years,Blue,"Category: Camera, Brand: Nikon, Name: Nikon Camera Model-901, Price: ₹26269, Discount Range: 16% - 28%, Rating: 4.4, Features: Image Stabilization, Touchscreen, 4K Video, Warranty: 2 Years Years, Color: Blue"
SMA-OPP-1,Smartphone,Oppo,Oppo Smartphone Model-928,72771,15,42,3.2,"Dual SIM, Fast Charging, AMOLED Display",Out of Stock,3 Years,Blue,"Category: Smartphone, Brand: Oppo, Name: Oppo Smartphone Model-928, Price: ₹72771, Discount Range: 15% - 42%, Rating: 3.2, Features: Dual SIM, Fast Charging, AMOLED Display, Warranty: 3 Years Years, Color: Blue"
LAP-ACE-12,Laptop,Acer,Acer Laptop Model-540,12961,14,26,3.9,"SSD Storage, High-Performance GPU, Lightweight",In Stock,3 Years,Silver,"Category: Laptop, Brand: Acer, Name: Acer Laptop Model-540, Price: ₹12961, Discount Range: 14% - 26%, Rating: 3.9, Features: SSD Storage, High-Performance GPU, Lightweight, Warranty: 3 Years Years, Color: Silver"
CAM-OLY-8,Camera,Olympus,Olympus Camera Model-586,5023,18,20,4.8,"High ISO Sensitivity, WiFi Connectivity, 4K Video",Out of Stock,3 Years,Silver,"Category: Camera, Brand: Olympus, Name: Olympus Camera Model-586, Price: ₹5023, Discount Range: 18% - 20%, Rating: 4.8, Features: High ISO Sensitivity, WiFi Connectivity, 4K Video, Warranty: 3 Years Years, Color: Silver"
CAM-FUJ-5,Camera,Fujifilm,Fujifilm Camera Model-144,61557,19,41,3.8,"High ISO Sensitivity, Image Stabilization, Touchscreen",Out of Stock,2 Years,Blue,"Category: Camera, Brand: Fujifilm, Name: Fujifilm Camera Model-144, Price: ₹61557, Discount Range: 19% - 41%, Rating: 3.8, Features: High ISO Sensitivity, Image Stabilization, Touchscreen, Warranty: 2 Years Years, Color: Blue"
LAP-ACE-14,Laptop,Acer,Acer Laptop Model-589,102204,20,43,4.8,"Touchscreen, SSD Storage, High-Performance GPU",Out of Stock,3 Years,Silver,"Category: Laptop, Brand: Acer, Name: Acer Laptop Model-589, Price: ₹102204, Discount Range: 20% - 43%, Rating: 4.8, Features: Touchscreen, SSD Storage, High-Performance GPU, Warranty: 3 Years Years, Color: Silver"
SMA-AMA-6,Smartwatch,Amazfit,Amazfit Smartwatch Model-914,131698,14,41,4.2,"Fitness Tracking, Heart Rate Monitor, Waterproof",Out of Stock,1 Year,Black,"Category: Smartwatch, Brand: Amazfit, Name: Amazfit Smartwatch Model-914, Price: ₹131698, Discount Range: 14% - 41%, Rating: 4.2, Features: Fitness Tracking, Heart Rate Monitor, Waterproof, Warranty: 1 Year Years, Color: Black"
SMA-SAM-3,Smartwatch,Samsung,Samsung Smartwatch Model-723,95031,17,45,3.1,"Heart Rate Monitor, Fitness Tracking, GPS",Out of Stock,1 Year,White,"Category: Smartwatch, Brand: Samsung, Name: Samsung Smartwatch Model-723, Price: ₹95031, Discount Range: 17% - 45%, Rating: 3.1, Features: Heart Rate Monitor, Fitness Tracking, GPS, Warranty: 1 Year Years, Color: White"
HEA-BOA-2,Headphones,Boat,Boat Headphones Model-757,129843,16,46,4.5,"Noise Cancellation, Waterproof, Foldable",In Stock,3 Years,Red,"Category: Headphones, Brand: Boat, Name: Boat Headphones Model-757, Price: ₹129843, Discount Range: 16% - 46%, Rating: 4.5, Features: Noise Cancellation, Waterproof, Foldable, Warranty: 3 Years Years, Color: Red"
LAP-DEL-6,Laptop,Dell,Dell Laptop Model-312,25074,9,25,4.8,"Lightweight, Touchscreen, High-Performance GPU",Out of Stock,2 Years,Blue,"Category: Laptop, Brand: Dell, Name: Dell Laptop Model-312, Price: ₹25074, Discount Range: 9% - 25%, Rating: 4.8, Features: Lightweight, Touchscreen, High-Performance GPU, Warranty: 2 Years Years, Color: Blue"
TAB-HUA-14,Tablet,Huawei,Huawei Tablet Model-764,54776,20,36,4.7,"10-inch Display, Detachable Keyboard, Stylus Support",In Stock,2 Years,Black,"Category: Tablet, Brand: Huawei, Name: Huawei Tablet Model-764, Price: ₹54776, Discount Range: 20% - 36%, Rating: 4.7, Features: 10-inch Display, Detachable Keyboard, Stylus Support, Warranty: 2 Years Years, Color: Black"
TAB-GOO-5,Tablet,Google,Google Tablet Model-879,69554,10,36,4.4,"10-inch Display, Stylus Support, Detachable Keyboard",In Stock,2 Years,Blue,"Category: Tablet, Brand: Google, Name: Google Tablet Model-879, Price: ₹69554, Discount Range: 10% - 36%, Rating: 4.4, Features: 10-inch Display, Stylus Support, Detachable Keyboard, Warranty: 2 Years Years, Color: Blue"
SMA-GOO-3,Smartphone,Google,Google Smartphone Model-441,74587,15,39,4.6,"Fast Charging, Water Resistant, Dual SIM",In Stock,1 Year,Black,"Category: Smartphone, Brand: Google, Name: Google Smartphone Model-441, Price: ₹74587, Discount Range: 15% - 39%, Rating: 4.6, Features: Fast Charging, Water Resistant, Dual SIM, Warranty: 1 Year Years, Color: Black"
LAP-ACE-2,Laptop,Acer,Acer Laptop Model-192,17034,11,49,4.3,"Lightweight, High-Performance GPU, Touchscreen",Out of Stock,1 Year,Black,"Category: Laptop, Brand: Acer, Name: Acer Laptop Model-192, Price: ₹17034, Discount Range: 11% - 49%, Rating: 4.3, Features: Lightweight, High-Performance GPU, Touchscreen, Warranty: 1 Year Years, Color: Black"
LAP-LEN-13,Laptop,Lenovo,Lenovo Laptop Model-886,61383,12,35,4.7,"Lightweight, High-Performance GPU, Touchscreen",Out of Stock,2 Years,Black,"Category: Laptop, Brand: Lenovo, Name: Lenovo Laptop Model-886, Price: ₹61383, Discount Range: 12% - 35%, Rating: 4.7, Features: Lightweight, High-Performance GPU, Touchscreen, Warranty: 2 Years Years, Color: Black"
HEA-SKU-14,Headphones,Skullcandy,Skullcandy Headphones Model-405,92394,14,22,4.5,"Noise Cancellation, Bass Boost, Waterproof",Out of Stock,2 Years,Black,"Category: Headphones, Brand: Skullcandy, Name: Skullcandy Headphones Model-405, Price: ₹92394, Discount Range: 14% - 22%, Rating: 4.5, Features: Noise Cancellation, Bass Boost, Waterproof, Warranty: 2 Years Years, Color: Black"
TAB-MIC-8,Tablet,Microsoft,Microsoft Tablet Model-700,148305,17,33,3.4,"Long Battery Life, Quad Speakers, Detachable Keyboard",In Stock,2 Years,Black,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-700, Price: ₹148305, Discount Range: 17% - 33%, Rating: 3.4, Features: Long Battery Life, Quad Speakers, Detachable Keyboard, Warranty: 2 Years Years, Color: Black"
TAB-AMA-13,Tablet,Amazon,Amazon Tablet Model-277,117339,9,38,4.4,"Quad Speakers, 10-inch Display, Detachable Keyboard",In Stock,3 Years,Blue,"Category: Tablet, Brand: Amazon, Name: Amazon Tablet Model-277, Price: ₹117339, Discount Range: 9% - 38%, Rating: 4.4, Features: Quad Speakers, 10-inch Display, Detachable Keyboard, Warranty: 3 Years Years, Color: Blue"
SMA-REA-6,Smartphone,Realme,Realme Smartphone Model-233,82298,6,29,4.4,"Dual SIM, Water Resistant, Fast Charging",In Stock,2 Years,Blue,"Category: Smartphone, Brand: Realme, Name: Realme Smartphone Model-233, Price: ₹82298, Discount Range: 6% - 29%, Rating: 4.4, Features: Dual SIM, Water Resistant, Fast Charging, Warranty: 2 Years Years, Color: Blue"
HEA-BOS-7,Headphones,Bose,Bose Headphones Model-342,121033,15,31,4.2,"Bass Boost, Waterproof, Wireless",In Stock,3 Years,Black,"Category: Headphones, Brand: Bose, Name: Bose Headphones Model-342, Price: ₹121033, Discount Range: 15% - 31%, Rating: 4.2, Features: Bass Boost, Waterproof, Wireless, Warranty: 3 Years Years, Color: Black"
TAB-AMA-10,Tablet,Amazon,Amazon Tablet Model-336,32753,10,36,3.7,"Long Battery Life, 10-inch Display, Stylus Support",Out of Stock,3 Years,Red,"Category: Tablet, Brand: Amazon, Name: Amazon Tablet Model-336, Price: ₹32753, Discount Range: 10% - 36%, Rating: 3.7, Features: Long Battery Life, 10-inch Display, Stylus Support, Warranty: 3 Years Years, Color: Red"
SMA-FOS-14,Smartwatch,Fossil,Fossil Smartwatch Model-902,137555,8,27,3.7,"GPS, Fitness Tracking, Customizable Watch Faces",In Stock,3 Years,Red,"Category: Smartwatch, Brand: Fossil, Name: Fossil Smartwatch Model-902, Price: ₹137555, Discount Range: 8% - 27%, Rating: 3.7, Features: GPS, Fitness Tracking, Customizable Watch Faces, Warranty: 3 Years Years, Color: Red"
CAM-CAN-11,Camera,Canon,Canon Camera Model-959,70636,8,33,3.8,"Image Stabilization, 4K Video, Touchscreen",In Stock,1 Year,Black,"Category: Camera, Brand: Canon, Name: Canon Camera Model-959, Price: ₹70636, Discount Range: 8% - 33%, Rating: 3.8, Features: Image Stabilization, 4K Video, Touchscreen, Warranty: 1 Year Years, Color: Black"
LAP-MSI-1,Laptop,MSI,MSI Laptop Model-965,124871,19,22,4.3,"Backlit Keyboard, Touchscreen, SSD Storage",In Stock,3 Years,Black,"Category: Laptop, Brand: MSI, Name: MSI Laptop Model-965, Price: ₹124871, Discount Range: 19% - 22%, Rating: 4.3, Features: Backlit Keyboard, Touchscreen, SSD Storage, Warranty: 3 Years Years, Color: Black"
TAB-APP-6,Tablet,Apple,Apple Tablet Model-285,55893,7,29,5.0,"Quad Speakers, Detachable Keyboard, 10-inch Display",In Stock,2 Years,Silver,"Category: Tablet, Brand: Apple, Name: Apple Tablet Model-285, Price: ₹55893, Discount Range: 7% - 29%, Rating: 5.0, Features: Quad Speakers, Detachable Keyboard, 10-inch Display, Warranty: 2 Years Years, Color: Silver"
CAM-GOP-5,Camera,GoPro,GoPro Camera Model-605,129451,11,39,4.5,"Touchscreen, High ISO Sensitivity, WiFi Connectivity",In Stock,1 Year,Blue,"Category: Camera, Brand: GoPro, Name: GoPro Camera Model-605, Price: ₹129451, Discount Range: 11% - 39%, Rating: 4.5, Features: Touchscreen, High ISO Sensitivity, WiFi Connectivity, Warranty: 1 Year Years, Color: Blue"
SMA-ONE-13,Smartphone,OnePlus,OnePlus Smartphone Model-577,41185,10,25,4.2,"Dual SIM, Fast Charging, AMOLED Display",In Stock,3 Years,Red,"Category: Smartphone, Brand: OnePlus, Name: OnePlus Smartphone Model-577, Price: ₹41185, Discount Range: 10% - 25%, Rating: 4.2, Features: Dual SIM, Fast Charging, AMOLED Display, Warranty: 3 Years Years, Color: Red"
SMA-SAM-9,Smartphone,Samsung,Samsung Smartphone Model-314,61505,7,49,4.6,"5G, Water Resistant, Fast Charging",Out of Stock,1 Year,White,"Category: Smartphone, Brand: Samsung, Name: Samsung Smartphone Model-314, Price: ₹61505, Discount Range: 7% - 49%, Rating: 4.6, Features: 5G, Water Resistant, Fast Charging, Warranty: 1 Year Years, Color: White"
SMA-AMA-1,Smartwatch,Amazfit,Amazfit Smartwatch Model-628,130116,6,37,4.3,"GPS, Customizable Watch Faces, Waterproof",In Stock,3 Years,Red,"Category: Smartwatch, Brand: Amazfit, Name: Amazfit Smartwatch Model-628, Price: ₹130116, Discount Range: 6% - 37%, Rating: 4.3, Features: GPS, Customizable Watch Faces, Waterproof, Warranty: 3 Years Years, Color: Red"
SMA-FIT-4,Smartwatch,Fitbit,Fitbit Smartwatch Model-923,14017,12,29,3.2,"Fitness Tracking, Customizable Watch Faces, Waterproof",Out of Stock,1 Year,Black,"Category: Smartwatch, Brand: Fitbit, Name: Fitbit Smartwatch Model-923, Price: ₹14017, Discount Range: 12% - 29%, Rating: 3.2, Features: Fitness Tracking, Customizable Watch Faces, Waterproof, Warranty: 1 Year Years, Color: Black"
SMA-HUA-8,Smartwatch,Huawei,Huawei Smartwatch Model-361,149707,20,39,3.5,"Heart Rate Monitor, Fitness Tracking, Customizable Watch Faces",Out of Stock,2 Years,Silver,"Category: Smartwatch, Brand: Huawei, Name: Huawei Smartwatch Model-361, Price: ₹149707, Discount Range: 20% - 39%, Rating: 3.5, Features: Heart Rate Monitor, Fitness Tracking, Customizable Watch Faces, Warranty: 2 Years Years, Color: Silver"
CAM-LEI-5,Camera,Leica,Leica Camera Model-534,65258,18,38,5.0,"High ISO Sensitivity, 4K Video, Image Stabilization",In Stock,3 Years,Silver,"Category: Camera, Brand: Leica, Name: Leica Camera Model-534, Price: ₹65258, Discount Range: 18% - 38%, Rating: 5.0, Features: High ISO Sensitivity, 4K Video, Image Stabilization, Warranty: 3 Years Years, Color: Silver"
SMA-HUA-6,Smartwatch,Huawei,Huawei Smartwatch Model-440,36183,8,26,3.9,"Customizable Watch Faces, GPS, Heart Rate Monitor",In Stock,2 Years,Silver,"Category: Smartwatch, Brand: Huawei, Name: Huawei Smartwatch Model-440, Price: ₹36183, Discount Range: 8% - 26%, Rating: 3.9, Features: Customizable Watch Faces, GPS, Heart Rate Monitor, Warranty: 2 Years Years, Color: Silver"
HEA-BEA-3,Headphones,Beats,Beats Headphones Model-241,139233,10,30,4.7,"Bass Boost, Noise Cancellation, Waterproof",Out of Stock,2 Years,White,"Category: Headphones, Brand: Beats, Name: Beats Headphones Model-241, Price: ₹139233, Discount Range: 10% - 30%, Rating: 4.7, Features: Bass Boost, Noise Cancellation, Waterproof, Warranty: 2 Years Years, Color: White"
HEA-SON-4,Headphones,Sony,Sony Headphones Model-486,25926,17,41,4.6,"Waterproof, Wireless, Foldable",In Stock,3 Years,Red,"Category: Headphones, Brand: Sony, Name: Sony Headphones Model-486, Price: ₹25926, Discount Range: 17% - 41%, Rating: 4.6, Features: Waterproof, Wireless, Foldable, Warranty: 3 Years Years, Color: Red"
SMA-ONE-2,Smartphone,OnePlus,OnePlus Smartphone Model-535,68716,9,50,5.0,"AMOLED Display, Dual SIM, Water Resistant",In Stock,2 Years,Red,"Category: Smartphone, Brand: OnePlus, Name: OnePlus Smartphone Model-535, Price: ₹68716, Discount Range: 9% - 50%, Rating: 5.0, Features: AMOLED Display, Dual SIM, Water Resistant, Warranty: 2 Years Years, Color: Red"
SMA-XIA-6,Smartphone,Xiaomi,Xiaomi Smartphone Model-837,16372,11,28,3.5,"Dual SIM, Water Resistant, Fast Charging",Out of Stock,1 Year,Blue,"Category: Smartphone, Brand: Xiaomi, Name: Xiaomi Smartphone Model-837, Price: ₹16372, Discount Range: 11% - 28%, Rating: 3.5, Features: Dual SIM, Water Resistant, Fast Charging, Warranty: 1 Year Years, Color: Blue"
HEA-SEN-2,Headphones,Sennheiser,Sennheiser Headphones Model-136,9257,7,44,3.2,"Bass Boost, Wireless, Foldable",Out of Stock,1 Year,Silver,"Category: Headphones, Brand: Sennheiser, Name: Sennheiser Headphones Model-136, Price: ₹9257, Discount Range: 7% - 44%, Rating: 3.2, Features: Bass Boost, Wireless, Foldable, Warranty: 1 Year Years, Color: Silver"
TAB-GOO-2,Tablet,Google,Google Tablet Model-814,138529,11,24,3.8,"10-inch Display, Long Battery Life, Detachable Keyboard",Out of Stock,2 Years,Black,"Category: Tablet, Brand: Google, Name: Google Tablet Model-814, Price: ₹138529, Discount Range: 11% - 24%, Rating: 3.8, Features: 10-inch Display, Long Battery Life, Detachable Keyboard, Warranty: 2 Years Years, Color: Black"
SMA-GOO-5,Smartphone,Google,Google Smartphone Model-322,120817,13,28,4.5,"Dual SIM, AMOLED Display, Water Resistant",Out of Stock,2 Years,White,"Category: Smartphone, Brand: Google, Name: Google Smartphone Model-322, Price: ₹120817, Discount Range: 13% - 28%, Rating: 4.5, Features: Dual SIM, AMOLED Display, Water Resistant, Warranty: 2 Years Years, Color: White"
TAB-APP-5,Tablet,Apple,Apple Tablet Model-640,79157,11,41,3.5,"Long Battery Life, Detachable Keyboard, 10-inch Display",Out of Stock,1 Year,Red,"Category: Tablet, Brand: Apple, Name: Apple Tablet Model-640, Price: ₹79157, Discount Range: 11% - 41%, Rating: 3.5, Features: Long Battery Life, Detachable Keyboard, 10-inch Display, Warranty: 1 Year Years, Color: Red"
HEA-BEA-6,Headphones,Beats,Beats Headphones Model-477,139420,17,37,3.9,"Bass Boost, Wireless, Waterproof",In Stock,2 Years,Red,"Category: Headphones, Brand: Beats, Name: Beats Headphones Model-477, Price: ₹139420, Discount Range: 17% - 37%, Rating: 3.9, Features: Bass Boost, Wireless, Waterproof, Warranty: 2 Years Years, Color: Red"
LAP-HP-10,Laptop,HP,HP Laptop Model-121,53777,6,36,4.1,"Touchscreen, SSD Storage, High-Performance GPU",Out of Stock,3 Years,Blue,"Category: Laptop, Brand: HP, Name: HP Laptop Model-121, Price: ₹53777, Discount Range: 6% - 36%, Rating: 4.1, Features: Touchscreen, SSD Storage, High-Performance GPU, Warranty: 3 Years Years, Color: Blue"
HEA-ANK-10,Headphones,Anker,Anker Headphones Model-240,79713,9,38,4.9,"Waterproof, Wireless, Bass Boost",In Stock,3 Years,Black,"Category: Headphones, Brand: Anker, Name: Anker Headphones Model-240, Price: ₹79713, Discount Range: 9% - 38%, Rating: 4.9, Features: Waterproof, Wireless, Bass Boost, Warranty: 3 Years Years, Color: Black"
SMA-FOS-12,Smartwatch,Fossil,Fossil Smartwatch Model-939,40966,10,26,3.2,"Waterproof, Customizable Watch Faces, GPS",In Stock,3 Years,White,"Category: Smartwatch, Brand: Fossil, Name: Fossil Smartwatch Model-939, Price: ₹40966, Discount Range: 10% - 26%, Rating: 3.2, Features: Waterproof, Customizable Watch Faces, GPS, Warranty: 3 Years Years, Color: White"
HEA-BEA-1,Headphones,Beats,Beats Headphones Model-450,92967,13,23,4.6,"Waterproof, Wireless, Foldable",Out of Stock,1 Year,Black,"Category: Headphones, Brand: Beats, Name: Beats Headphones Model-450, Price: ₹92967, Discount Range: 13% - 23%, Rating: 4.6, Features: Waterproof, Wireless, Foldable, Warranty: 1 Year Years, Color: Black"
SMA-APP-3,Smartwatch,Apple,Apple Smartwatch Model-826,60461,17,38,4.4,"Waterproof, GPS, Fitness Tracking",Out of Stock,2 Years,Blue,"Category: Smartwatch, Brand: Apple, Name: Apple Smartwatch Model-826, Price: ₹60461, Discount Range: 17% - 38%, Rating: 4.4, Features: Waterproof, GPS, Fitness Tracking, Warranty: 2 Years Years, Color: Blue"
CAM-PAN-5,Camera,Panasonic,Panasonic Camera Model-333,108858,9,28,4.1,"WiFi Connectivity, Touchscreen, High ISO Sensitivity",Out of Stock,3 Years,Blue,"Category: Camera, Brand: Panasonic, Name: Panasonic Camera Model-333, Price: ₹108858, Discount Range: 9% - 28%, Rating: 4.1, Features: WiFi Connectivity, Touchscreen, High ISO Sensitivity, Warranty: 3 Years Years, Color: Blue"
SMA-XIA-12,Smartphone,Xiaomi,Xiaomi Smartphone Model-400,95300,6,21,4.5,"AMOLED Display, Dual SIM, Fast Charging",Out of Stock,2 Years,Red,"Category: Smartphone, Brand: Xiaomi, Name: Xiaomi Smartphone Model-400, Price: ₹95300, Discount Range: 6% - 21%, Rating: 4.5, Features: AMOLED Display, Dual SIM, Fast Charging, Warranty: 2 Years Years, Color: Red"
CAM-GOP-6,Camera,GoPro,GoPro Camera Model-368,37131,11,27,3.4,"High ISO Sensitivity, Touchscreen, WiFi Connectivity",In Stock,2 Years,Red,"Category: Camera, Brand: GoPro, Name: GoPro Camera Model-368, Price: ₹37131, Discount Range: 11% - 27%, Rating: 3.4, Features: High ISO Sensitivity, Touchscreen, WiFi Connectivity, Warranty: 2 Years Years, Color: Red"
LAP-LEN-14,Laptop,Lenovo,Lenovo Laptop Model-650,67874,11,40,3.8,"Backlit Keyboard, SSD Storage, High-Performance GPU",In Stock,2 Years,Blue,"Category: Laptop, Brand: Lenovo, Name: Lenovo Laptop Model-650, Price: ₹67874, Discount Range: 11% - 40%, Rating: 3.8, Features: Backlit Keyboard, SSD Storage, High-Performance GPU, Warranty: 2 Years Years, Color: Blue"
SMA-GOO-10,Smartphone,Google,Google Smartphone Model-486,53274,16,42,3.9,"Dual SIM, Water Resistant, Fast Charging",In Stock,2 Years,Silver,"Category: Smartphone, Brand: Google, Name: Google Smartphone Model-486, Price: ₹53274, Discount Range: 16% - 42%, Rating: 3.9, Features: Dual SIM, Water Resistant, Fast Charging, Warranty: 2 Years Years, Color: Silver"
HEA-JBL-11,Headphones,JBL,JBL Headphones Model-355,21656,19,34,5.0,"Wireless, Foldable, Waterproof",In Stock,2 Years,Silver,"Category: Headphones, Brand: JBL, Name: JBL Headphones Model-355, Price: ₹21656, Discount Range: 19% - 34%, Rating: 5.0, Features: Wireless, Foldable, Waterproof, Warranty: 2 Years Years, Color: Silver"
TAB-LEN-6,Tablet,Lenovo,Lenovo Tablet Model-797,107745,8,41,3.7,"Quad Speakers, 10-inch Display, Stylus Support",In Stock,3 Years,Blue,"Category: Tablet, Brand: Lenovo, Name: Lenovo Tablet Model-797, Price: ₹107745, Discount Range: 8% - 41%, Rating: 3.7, Features: Quad Speakers, 10-inch Display, Stylus Support, Warranty: 3 Years Years, Color: Blue"
SMA-XIA-8,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-550,78389,16,48,3.4,"Fitness Tracking, Waterproof, GPS",Out of Stock,2 Years,Blue,"Category: Smartwatch, Brand: Xiaomi, Name: Xiaomi Smartwatch Model-550, Price: ₹78389, Discount Range: 16% - 48%, Rating: 3.4, Features: Fitness Tracking, Waterproof, GPS, Warranty: 2 Years Years, Color: Blue"
LAP-MSI-4,Laptop,MSI,MSI Laptop Model-926,105680,12,20,4.8,"High-Performance GPU, Lightweight, Backlit Keyboard",Out of Stock,1 Year,Red,"Category: Laptop, Brand: MSI, Name: MSI Laptop Model-926, Price: ₹105680, Discount Range: 12% - 20%, Rating: 4.8, Features: High-Performance GPU, Lightweight, Backlit Keyboard, Warranty: 1 Year Years, Color: Red"
